0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.745605232324491851e+01,1.499999999999999771e-02,8.097716581171771110e-04
3.491210464648983702e+01,2.999999999999999542e-02,8.732475366753705490e-03
4.364013080811229628e+01,3.749999999999999167e-02,4.334990070184337879e-02
4.800414388892352235e+01,4.124999999999998807e-02,1.273564161871299227e-01
5.018615042932913894e+01,4.312499999999998973e-02,2.235616261283687733e-01
5.127715369953194369e+01,4.406249999999999056e-02,2.915675735376703770e-01
5.236815696973474843e+01,4.499999999999999140e-02,3.741316382581209576e-01
5.345916023993755317e+01,4.593749999999999223e-02,4.714082197635450222e-01
5.455016351014035791e+01,4.687499999999998612e-02,5.722207601903555041e-01
5.564116678034316266e+01,4.781249999999998002e-02,6.698903700274750905e-01
5.673217005054596740e+01,4.874999999999998779e-02,7.657771291819479575e-01
5.782317332074877214e+01,4.968749999999997474e-02,8.556823263593595907e-01
5.891417659095157688e+01,5.062499999999997558e-02,9.409204060301155081e-01
6.000517986115438163e+01,5.156249999999998335e-02,1.022994832625877759e+00
6.109618313135718637e+01,5.249999999999997030e-02,1.099999465087258210e+00
6.218718640155999111e+01,5.343749999999997113e-02,1.174928410478876639e+00
6.327818967176279585e+01,5.437499999999997197e-02,1.246424328013844729e+00
6.436919294196560770e+01,5.531249999999996586e-02,1.315420618145759057e+00
6.546019621216841244e+01,5.624999999999995975e-02,1.382748725256503830e+00
6.655119948237121719e+01,5.718749999999994671e-02,1.447332980849912909e+00
6.764220275257402193e+01,5.812499999999995448e-02,1.511007464071588258e+00
6.873320602277682667e+01,5.906249999999995531e-02,1.572462285202966381e+00
6.982420929297963141e+01,5.999999999999994921e-02,1.632874420252675929e+00
7.091521256318243616e+01,6.093749999999994310e-02,1.691966355174651992e+00
7.200621583338524090e+01,6.187499999999993699e-02,1.749650465721416692e+00
7.309721910358804564e+01,6.281249999999993783e-02,1.806710672772850579e+00
7.418822237379085038e+01,6.374999999999994560e-02,1.862271637714585593e+00
7.527922564399365513e+01,6.468749999999993949e-02,1.917434518787036968e+00
7.637022891419645987e+01,6.562499999999993339e-02,1.971384626624784531e+00
7.746123218439926461e+01,6.656249999999994116e-02,2.024787353305625981e+00
7.855223545460206935e+01,6.749999999999993505e-02,2.077452747216479434e+00
7.964323872480487410e+01,6.843749999999992895e-02,2.129314010860617223e+00
8.073424199500767884e+01,6.937499999999992284e-02,2.180846169116412270e+00
8.182524526521048358e+01,7.031249999999993061e-02,2.231442128454109941e+00
8.291624853541328832e+01,7.124999999999992450e-02,2.281893890171108996e+00
8.400725180561609307e+01,7.218749999999991840e-02,2.331491171108791782e+00
8.509825507581889781e+01,7.312499999999991229e-02,2.380899696655129461e+00
8.618925834602170255e+01,7.406249999999992006e-02,2.429699096427857086e+00
8.728026161622450729e+01,7.499999999999990008e-02,2.478137101012682919e+00
8.837126488642731204e+01,7.593749999999990785e-02,2.526253855639995827e+00
8.946226815663011678e+01,7.687499999999991562e-02,2.573839139453152125e+00
9.055327142683292152e+01,7.781249999999990952e-02,2.621318567073147587e+00
9.164427469703572626e+01,7.874999999999990341e-02,2.668193241971715590e+00
9.273527796723853101e+01,7.968749999999989730e-02,2.715045298541443497e+00
9.382628123744133575e+01,8.062499999999989120e-02,2.761344388934934724e+00
9.491728450764414049e+01,8.156249999999989897e-02,2.807578246839216085e+00
9.600828777784694523e+01,8.249999999999987899e-02,2.853404640392494418e+00
9.709929104804974997e+01,8.343749999999990064e-02,2.899050436900594718e+00
9.819029431825255472e+01,8.437499999999989453e-02,2.944464919037401263e+00
9.928129758845535946e+01,8.531249999999988842e-02,2.989578665651480893e+00
1.003723008586581642e+02,8.624999999999989619e-02,3.034605198982122776e+00
1.014633041288609689e+02,8.718749999999990397e-02,3.079260170983189493e+00
1.025543073990637737e+02,8.812499999999988398e-02,3.123900880164984351e+00
1.036453106692665784e+02,8.906249999999987788e-02,3.168172557303554626e+00
1.047363139394693832e+02,8.999999999999988565e-02,3.212424997357399725e+00
1.058273172096721879e+02,9.093749999999987954e-02,3.256376761726425872e+00
1.069183204798749927e+02,9.187499999999988731e-02,3.300247289928238459e+00
1.080093237500777974e+02,9.281249999999986733e-02,3.343921785437341754e+00
1.091003270202806021e+02,9.374999999999987510e-02,3.387431769345360610e+00
1.101913302904834069e+02,9.468749999999986899e-02,3.430849631025631119e+00
1.112823335606862116e+02,9.562499999999987677e-02,3.474034341327473463e+00
1.123733368308890164e+02,9.656249999999987066e-02,3.517199196034486164e+00
1.134643401010918211e+02,9.749999999999985068e-02,3.560101524925020744e+00
1.145553433712946259e+02,9.843749999999985845e-02,3.603008479918863305e+00
1.156463466414974306e+02,9.937499999999985234e-02,3.645670652224935804e+00
1.167373499117002353e+02,1.003124999999998601e-01,3.688315087520877888e+00
1.178283531819030401e+02,1.012499999999998540e-01,3.730771361256191021e+00
1.189193564521058448e+02,1.021874999999998479e-01,3.773155470448967375e+00
1.200103597223086496e+02,1.031249999999998557e-01,3.815427842264278002e+00
1.211013629925114543e+02,1.040624999999998357e-01,3.857563562049965089e+00
1.221923662627142591e+02,1.049999999999998435e-01,3.899661194341773385e+00
1.232833695329170638e+02,1.059374999999998512e-01,3.941569446243474051e+00
1.243743728031198685e+02,1.068749999999998451e-01,3.983491350402519338e+00
1.254653760733226733e+02,1.078124999999998529e-01,4.025198524342748385e+00
1.265563793435254780e+02,1.087499999999998190e-01,4.066938249186911492e+00
1.276473826137282828e+02,1.096874999999998268e-01,4.108471395308050944e+00
1.287383858839311017e+02,1.106249999999998623e-01,4.150022183812244414e+00
1.298293891541339065e+02,1.115624999999998423e-01,4.191404423982466376e+00
1.309203924243367112e+02,1.124999999999998224e-01,4.232763466755887549e+00
1.320113956945395159e+02,1.134374999999998024e-01,4.274010794962279647e+00
1.331023989647423207e+02,1.143749999999998102e-01,4.315181680584051271e+00
1.341934022349451254e+02,1.153124999999998040e-01,4.356301763035920871e+00
1.352844055051479302e+02,1.162499999999998118e-01,4.397294821831784439e+00
1.363754087753507349e+02,1.171874999999998196e-01,4.438287813061522868e+00
1.374664120455535397e+02,1.181249999999998135e-01,4.479118605138165066e+00
1.385574153157563444e+02,1.190624999999998074e-01,4.519979511366506664e+00
1.396484185859591491e+02,1.199999999999997874e-01,4.560666102835206459e+00
