0.000000000000000000e+00,1.000000000000000000e+00
6.399999999999999439e-03,9.999954168913590680e-01
1.279999999999999888e-02,9.999806796936414610e-01
1.920000000000000179e-02,9.999540998383528168e-01
2.559999999999999776e-02,9.999144172900669147e-01
3.199999999999999373e-02,9.998606078850755807e-01
3.840000000000000357e-02,9.997918124113386318e-01
4.479999999999999954e-02,9.997072961991468887e-01
5.119999999999999551e-02,9.996064206974366595e-01
5.759999999999999148e-02,9.994886221459889919e-01
6.399999999999998745e-02,9.993533952866490155e-01
7.040000000000000424e-02,9.992002808485446197e-01
7.680000000000000715e-02,9.990288558979416589e-01
8.319999999999999618e-02,9.988387263699944896e-01
8.959999999999999909e-02,9.986295212638482965e-01
9.599999999999998812e-02,9.984008881065424834e-01
1.023999999999999910e-01,9.981524893849782476e-01
1.087999999999999939e-01,9.978839997169987042e-01
1.151999999999999830e-01,9.975951035869006223e-01
1.215999999999999998e-01,9.972854935124255693e-01
1.279999999999999749e-01,9.969548685416487199e-01
1.343999999999999917e-01,9.966029330024687161e-01
1.408000000000000085e-01,9.962293954454959355e-01
1.472000000000000253e-01,9.958339677353023056e-01
1.536000000000000143e-01,9.954163642553905955e-01
1.600000000000000033e-01,9.949763012005311547e-01
1.663999999999999924e-01,9.945134959360522053e-01
1.728000000000000091e-01,9.940276664085530012e-01
1.791999999999999982e-01,9.935185305958543767e-01
1.855999999999999872e-01,9.929858059869113296e-01
1.919999999999999762e-01,9.924292090842605774e-01
1.983999999999999930e-01,9.918484549233352876e-01
2.047999999999999821e-01,9.912432566039492965e-01
2.111999999999999711e-01,9.906133248303646832e-01
2.175999999999999879e-01,9.899583674567963287e-01
2.240000000000000047e-01,9.892780890359469392e-01
2.303999999999999659e-01,9.885721903683057921e-01
2.367999999999999827e-01,9.878403680504473927e-01
2.431999999999999995e-01,9.870823140205449153e-01
2.495999999999999885e-01,9.862977150996710130e-01
2.559999999999999498e-01,9.854862525273372365e-01
2.623999999999999666e-01,9.846476014899956386e-01
2.687999999999999834e-01,9.837814306410431753e-01
2.752000000000000557e-01,9.828874016110885625e-01
2.816000000000000170e-01,9.819651685070108771e-01
2.880000000000000338e-01,9.810143773985331439e-01
2.944000000000000505e-01,9.800346657907619274e-01
3.008000000000000673e-01,9.790256620813150290e-01
3.072000000000000286e-01,9.779869850003661824e-01
3.135999999999999899e-01,9.769182430320763055e-01
3.200000000000000067e-01,9.758190338155690036e-01
3.263999999999999679e-01,9.746889435237217070e-01
3.327999999999999847e-01,9.735275462177130912e-01
3.392000000000000015e-01,9.723344031753524686e-01
3.456000000000000183e-01,9.711090621908580189e-01
3.519999999999999796e-01,9.698510568438123425e-01
3.583999999999999964e-01,9.685599057346299112e-01
3.647999999999999576e-01,9.672351116838981966e-01
3.711999999999999744e-01,9.658761608925263698e-01
3.775999999999999357e-01,9.644825220596198179e-01
3.839999999999999525e-01,9.630536454545257641e-01
3.903999999999999693e-01,9.615889619394274446e-01
3.967999999999999861e-01,9.600878819383403817e-01
4.031999999999999473e-01,9.585497943482287342e-01
4.095999999999999641e-01,9.569740653873708425e-01
4.159999999999999809e-01,9.553600373758899256e-01
4.223999999999999422e-01,9.537070274426850958e-01
4.287999999999999035e-01,9.520143261526954337e-01
4.351999999999999758e-01,9.502811960476365005e-01
4.415999999999999370e-01,9.485068700929210062e-01
4.480000000000000093e-01,9.466905500225496484e-01
4.543999999999999706e-01,9.448314045731704969e-01
4.607999999999999319e-01,9.429285675974037328e-01
4.671999999999998932e-01,9.409811360457457363e-01
4.735999999999999654e-01,9.389881678050318037e-01
4.799999999999999267e-01,9.369486793804009395e-01
4.863999999999999990e-01,9.348616434060791347e-01
4.927999999999999603e-01,9.327259859689220889e-01
4.991999999999999771e-01,9.305405837266522706e-01
5.055999999999999384e-01,9.283042608009126617e-01
5.119999999999998996e-01,9.260157854227413221e-01
5.183999999999998609e-01,9.236738663056830445e-01
5.247999999999999332e-01,9.212771487185695829e-01
5.311999999999998945e-01,9.188242102268264766e-01
5.375999999999999668e-01,9.163135560670858659e-01
5.440000000000000391e-01,9.137436141156640712e-01
5.504000000000001114e-01,9.111127294061632798e-01
5.567999999999999616e-01,9.084191581458076481e-01
5.632000000000000339e-01,9.056610611731503724e-01
5.695999999999999952e-01,9.028364967921705952e-01
5.760000000000000675e-01,8.999434129084830092e-01
5.824000000000000288e-01,8.969796383830068720e-01
5.888000000000001011e-01,8.939428735058884135e-01
5.952000000000000624e-01,8.908306794791860383e-01
6.016000000000001346e-01,8.876404667796219394e-01
6.079999999999999849e-01,8.843694822528177513e-01
6.144000000000000572e-01,8.810147947664742629e-01
6.208000000000000185e-01,8.775732792218985390e-01
6.271999999999999797e-01,8.740415986893818046e-01
6.335999999999999410e-01,8.704161843927344933e-01
6.400000000000000133e-01,8.666932132194742344e-01
6.463999999999999746e-01,8.628685823745861905e-01
6.527999999999999359e-01,8.589378807241556668e-01
6.591999999999998971e-01,8.548963562881659595e-01
6.655999999999999694e-01,8.507388792344683370e-01
6.719999999999999307e-01,8.464598995939174308e-01
6.784000000000000030e-01,8.420533987522165198e-01
6.847999999999999643e-01,8.375128335688861725e-01
6.912000000000000366e-01,8.328310717151414799e-01
6.975999999999999979e-01,8.280003164950635597e-01
7.039999999999999591e-01,8.230120189957977894e-01
7.103999999999999204e-01,8.178567748738054810e-01
7.167999999999999927e-01,8.125242023839597261e-01
7.231999999999999540e-01,8.070027973405220489e-01
7.295999999999999153e-01,8.012797594830867176e-01
7.359999999999999876e-01,7.953407830930345757e-01
7.423999999999999488e-01,7.891698025009656892e-01
7.487999999999999101e-01,7.827486801009595485e-01
7.551999999999998714e-01,7.760568202801036986e-01
7.615999999999999437e-01,7.690706867311649653e-01
7.679999999999999050e-01,7.617631920876442031e-01
7.743999999999999773e-01,7.541029163519404888e-01
7.807999999999999385e-01,7.460530919853878284e-01
7.872000000000000108e-01,7.375702651444719926e-01
7.935999999999999721e-01,7.286024981241241427e-01
7.999999999999999334e-01,7.190869065238258973e-01
8.063999999999998947e-01,7.089462055943278607e-01
8.127999999999999670e-01,6.980837344839592173e-01
8.191999999999999282e-01,6.863760555683942055e-01
8.256000000000000005e-01,6.736615191867596497e-01
8.319999999999999618e-01,6.597217519812200726e-01
8.384000000000000341e-01,6.442498915085117517e-01
8.447999999999998844e-01,6.267918140998569587e-01
8.511999999999998456e-01,6.066257518163943319e-01
8.575999999999998069e-01,5.824767659147420673e-01
8.639999999999997682e-01,5.516593305063433039e-01
8.703999999999999515e-01,5.058930772293299682e-01
