0.000000000000000000e+00,9.989999999999999991e-01,9.989999999999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+02,9.983955460134779081e-01,9.951448319103656237e-01,7.636669708004931726e-17,3.889323944925202522e-18,0.000000000000000000e+00
2.000000000000000000e+02,9.957484302736824278e-01,9.836601360540421224e-01,1.028167426090998351e-15,5.236413702030506916e-17,0.000000000000000000e+00
3.000000000000000000e+02,9.889916363019047862e-01,9.603262383382593637e-01,1.437568347135973636e-16,7.321475471332348971e-18,0.000000000000000000e+00
4.000000000000000000e+02,9.762499147273803191e-01,9.233112494325039776e-01,-2.078493787200942619e-16,-1.058568193340236881e-17,0.000000000000000000e+00
5.000000000000000000e+02,9.567626466038882116e-01,8.737422129580866281e-01,-2.077229833229570329e-16,-1.057924466868606449e-17,0.000000000000000000e+00
6.000000000000000000e+02,9.311713499439641106e-01,8.146808481576992556e-01,-1.038399654266019689e-15,-5.288526012203268786e-17,0.000000000000000000e+00
7.000000000000000000e+02,9.010979686036605374e-01,7.498749804285762544e-01,-1.691211587736323630e-16,-8.613269888080913206e-18,0.000000000000000000e+00
8.000000000000000000e+02,8.684757121631643262e-01,6.829052494920281324e-01,1.387440353531861475e-15,7.066175696312402408e-17,0.000000000000000000e+00
9.000000000000000000e+02,8.350400467133002325e-01,6.167677794708988914e-01,7.526730261321377797e-16,3.833332244507681499e-17,0.000000000000000000e+00
1.000000000000000000e+03,8.020969507228666862e-01,5.537489179046451993e-01,3.904287072773161546e-15,1.988437078021232405e-16,0.000000000000000000e+00
1.100000000000000000e+03,7.704998286646738137e-01,4.954540518483904754e-01,4.070448110956842575e-15,2.073062199865117361e-16,0.000000000000000000e+00
1.200000000000000000e+03,7.407284976219633554e-01,4.428995607754491748e-01,1.273471638923308071e-15,6.485737799103417333e-17,0.000000000000000000e+00
1.300000000000000000e+03,7.129942676363676402e-01,3.966168717626450402e-01,2.626464998319937659e-15,1.337647639489486825e-16,0.000000000000000000e+00
1.400000000000000000e+03,6.873337333668601001e-01,3.567454277459769507e-01,3.770334905982134763e-15,1.920215799676714189e-16,0.000000000000000000e+00
1.500000000000000000e+03,6.636795265231006935e-01,3.231108652263819381e-01,3.386149035309550386e-15,1.724551542449176805e-16,0.000000000000000000e+00
1.600000000000000000e+03,6.419086712521888671e-01,2.952958893709026200e-01,2.167890266153605498e-15,1.104097446205282976e-16,0.000000000000000000e+00
1.700000000000000000e+03,6.218734033286715812e-01,2.727121264329105954e-01,2.120220793199410608e-15,1.079819582988497198e-16,0.000000000000000000e+00
1.800000000000000000e+03,6.034196810552184820e-01,2.546739866308119771e-01,3.403180055928050484e-15,1.733225370024646489e-16,0.000000000000000000e+00
1.900000000000000000e+03,5.863976237785374357e-01,2.404678817167376637e-01,2.309489979059062477e-15,1.176213587803032320e-16,0.000000000000000000e+00
2.000000000000000000e+03,5.706669062829151651e-01,2.294081404749131470e-01,6.812345727591925892e-15,3.469499189111069546e-16,0.000000000000000000e+00
